成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.935, 5.065]",0.0,0.25347463671472276,3,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",23,0.08695652173913043,0.0853592221300669
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.935, 5.065]",2.0,1.709787472276816,20,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",23,0.08695652173913043,0.0853592221300669
"[9.075, 10.6]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[4.29, 4.935]",3.0,1.2675632514340802,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,1.1157077935112478,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",2.0,2.41614084994266,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[6.155, 6.29]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",2.0,1.7614049657860735,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.0881375666937157,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.2646334255633285,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,2.3167036895146422,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.29, 4.935]",2.0,2.0542252044634624,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.3606184707919512,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.27097445309389506,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",1.0,0.9952421596952912,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[7.945, 8.51]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",1.0,1.629070031060053,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.895, 9.075]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",1.0,0.817068071344524,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",1.0,0.36569043790938816,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[8.51, 8.895]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.8257009657649257,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",187,0.06951871657754011,0.0884966916394077
"[9.075, 10.6]","[6.155, 6.29]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.935, 5.065]",0.0,0.16946578740723345,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.17130695284792985,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.4285240975055642,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[8.895, 9.075]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.935, 5.065]",7.0,2.521856690945508,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[9.075, 10.6]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.796597668406575,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[8.895, 9.075]","[6.155, 6.29]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.6279484335317704,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[8.895, 9.075]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.2725100530129517,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.12280701754385964,0.08751245059048303
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.7657370882045276,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0125, 0.0126]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",1.0,0.8542313406533462,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",2.0,1.9721367558118579,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",1.0,2.3184949450408214,27,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[59.385, 63.695]","[26.35, 27.9]","[27.7, 27.85]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.6033407457079526,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",4.0,7.715510200177753,89,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.9546079949259746,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",1.0,1.3922090899040835,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[23867.5, 24226.25]","[4.29, 4.935]",3.0,1.8282444188980391,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.8738799115638538,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",1.0,2.012026437014125,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",1.0,0.9733461949803937,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.51, 8.895]","[5.995, 6.095]","[0.013, 0.0132]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,0.9776184134570756,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.51, 8.895]","[5.995, 6.095]","[0.013, 0.0132]","[59.385, 63.695]","[25.55, 26.35]","[27.7, 27.85]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.6243702722239258,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0125, 0.0126]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08937842627108969,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,1.0729453671903262,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.2710048428478963,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0125, 0.0126]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.09042944001857564,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.895, 9.075]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.9053102530804504,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.925, 5.995]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,2.537029168998569,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,0.181570139908649,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.51, 8.895]","[5.995, 6.095]","[0.013, 0.0132]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",3.0,1.2716858498460644,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.895, 9.075]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",1.0,0.5451178054941386,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.013, 0.0132]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,0.636892504986263,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.7279781655523461,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.729824130863556,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",3.0,2.00955223396709,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,0.7310876909076109,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.8252768861814137,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,1.195674580688753,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",2.0,1.5636759066745536,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.18405589701671493,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.155, 6.29]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,0.5527051471109607,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.8291962147571599,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,2.028359267183363,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,2.1224176924249005,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.4617494539133442,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",1.0,1.9394903140615605,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",2.0,2.0336206359078846,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.51, 8.895]","[6.095, 6.155]","[0.0129, 0.013]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",1.0,1.851603419800112,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",2.0,1.401013567952322,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",3.0,2.9172565738266183,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.895, 9.075]","[5.995, 6.095]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,2.2681766170307838,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[9.075, 10.6]","[6.155, 6.29]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.6623159384641504,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[5.995, 6.095]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.19058913453765336,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.38150060154211407,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.895, 9.075]","[6.095, 6.155]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",1.0,1.8142118375645382,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.895, 9.075]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.7657714935845017,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0129, 0.013]","[63.695, 97.92]","[25.55, 26.35]","[27.7, 27.85]","[24226.25, 24485.0]","[5.065, 6.93]",1.0,0.5756271689676845,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[8.51, 8.895]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",2.0,0.48225417443247154,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
"[7.945, 8.51]","[6.095, 6.155]","[0.0129, 0.013]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,1.062854286600331,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",930,0.07311827956989247,0.0941941114881142
