成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比
"[7.945, 8.51]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0625,0.08701306811900525,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[23867.5, 24226.25]","[4.29, 4.935]",0.14285714285714285,0.0870592580427638,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08709171024150136,5,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.14705882352941177,0.08713814995981033,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08718312939007791,7,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[59.385, 63.695]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.08730834995978755,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.0873879911563854,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[26.35, 27.9]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.043478260869565216,0.08747941030496197,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.14285714285714285,0.08784076946641425,7,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08793218861499083,31,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.08798353169213874,2,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.51, 8.895]","[6.155, 6.29]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.1,0.08807024828930371,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[5.065, 6.93]",0.09523809523809523,0.08812737793281608,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.0881375666937157,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08814955075461772,1,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08821114185444284,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0125, 0.0126]","[13.11, 51.75]","[26.35, 27.9]","[27.7, 27.85]","[23241.25, 23867.5]","[5.065, 6.93]",0.07692307692307693,0.08825354056646684,13,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[7.945, 8.51]","[6.155, 6.29]","[0.0126, 0.0129]","[51.75, 59.385]","[26.35, 27.9]","[27.85, 27.95]","[23867.5, 24226.25]","[5.065, 6.93]",0.16666666666666666,0.08827599352945414,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[59.385, 63.695]","[25.15, 25.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",0.08333333333333333,0.08827632519322944,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.08833075189886619,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.08842217104744274,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.09090909090909091,0.08848601772549036,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",0.0,0.08850779089998966,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.08851085204517499,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[23.1, 25.15]","[27.95, 28.155]","[22972.5, 23241.25]","[3.08, 4.29]",0.12,0.0885862716646972,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.0886097501676545,6,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.06451612903225806,0.08869277024460623,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.925, 5.995]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[28.155, 28.4]","[23867.5, 24226.25]","[3.08, 4.29]",0.08333333333333333,0.08873800337081669,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.08874411332175414,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[51.75, 59.385]","[26.35, 27.9]","[27.7, 27.85]","[23867.5, 24226.25]","[5.065, 6.93]",0.0,0.08887411807206311,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}"
"[8.51, 8.895]","[5.995, 6.095]","[0.013, 0.0132]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",0.09090909090909091,0.08887440122337055,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[7.945, 8.51]","[5.925, 5.995]","[0.013, 0.0132]","[59.385, 63.695]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[3.08, 4.29]",0.18181818181818182,0.08890867024074255,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[10.6, 14.65]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.08,0.0890693193894236,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.0891039880582555,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.14285714285714285,0.0891087612457735,14,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",0.125,0.08911919001302498,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.1,0.08919016396393614,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.17857142857142858,0.08919540720683206,28,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.995, 6.095]","[0.013, 0.0132]","[59.385, 63.695]","[25.55, 26.35]","[27.7, 27.85]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.08919575317484657,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.21052631578947367,0.08920018039435006,19,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[4.29, 4.935]",0.08695652173913043,0.08931413932449836,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[4.29, 4.935]",0.23076923076923078,0.08936548240164627,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08936560720680928,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0125, 0.0126]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08937842627108972,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[7.945, 8.51]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08937925331083242,8,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08940555847307494,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08941211393252721,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.925, 5.995]","[0.013, 0.0132]","[59.385, 63.695]","[25.15, 25.35]","[28.155, 28.4]","[23867.5, 24226.25]","[3.08, 4.29]",0.16666666666666666,0.0894288456946987,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[10.6, 14.65]","[5.4, 5.925]","[0.0126, 0.0129]","[59.385, 63.695]","[25.35, 25.55]","[27.85, 27.95]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.08946369823363431,7,"{'柠檬酸添加比例': 1.45, '置换量': 0.06, '离子液添加量': 0.0, '原液添加比例': 0.91}"
"[8.51, 8.895]","[5.925, 5.995]","[0.013, 0.0132]","[59.385, 63.695]","[25.15, 25.35]","[27.85, 27.95]","[24226.25, 24485.0]","[3.08, 4.29]",0.0,0.0894959596597665,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.895, 9.075]","[6.095, 6.155]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.11764705882352941,0.08951734948114345,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.51, 8.895]","[5.4, 5.925]","[0.0126, 0.0129]","[13.11, 51.75]","[26.35, 27.9]","[27.7, 27.85]","[23241.25, 23867.5]","[5.065, 6.93]",0.16666666666666666,0.08952153234582608,12,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",0.125,0.08957575847305214,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[8.895, 9.075]","[6.155, 6.29]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.08970691907596721,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.125,0.08974378399209218,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[10.6, 14.65]","[5.4, 5.925]","[0.0126, 0.0129]","[59.385, 63.695]","[25.15, 25.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.06666666666666667,0.08976293430137144,30,"{'柠檬酸添加比例': 1.45, '置换量': 0.06, '离子液添加量': 0.0, '原液添加比例': 0.91}"
"[9.075, 10.6]","[6.095, 6.155]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[4.29, 4.935]",0.0,0.08977884382453422,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.4, 5.925]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.3333333333333333,0.0897790106678972,3,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[10.6, 14.65]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[25.35, 25.55]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.1,0.08979806480574658,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.35, 25.55]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.08982719771319597,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.925, 5.995]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.7, 27.85]","[23867.5, 24226.25]","[5.065, 6.93]",0.07142857142857142,0.08983143920691825,14,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[10.6, 14.65]","[6.095, 6.155]","[0.0125, 0.0126]","[63.695, 97.92]","[25.15, 25.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.08983568172492994,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[7.255, 7.945]","[6.155, 6.29]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.08992362580166235,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.07, '原液添加比例': 0.82}"
"[9.075, 10.6]","[5.995, 6.095]","[0.013, 0.0132]","[13.11, 51.75]","[25.35, 25.55]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.08998038713412655,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[10.6, 14.65]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.15, 25.35]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.0,0.09003501463235652,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[9.075, 10.6]","[5.4, 5.925]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.0900627370948672,9,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[6.095, 6.155]","[0.013, 0.0132]","[13.11, 51.75]","[25.55, 26.35]","[27.7, 27.85]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.09006513594356819,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.15, 25.35]","[28.155, 28.4]","[23241.25, 23867.5]","[3.08, 4.29]",0.12121212121212122,0.0900853207160287,33,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[7.945, 8.51]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.09008820464263301,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0129, 0.013]","[13.11, 51.75]","[26.35, 27.9]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.0,0.09009841548569762,8,"{'柠檬酸添加比例': 0.91, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[23867.5, 24226.25]","[3.08, 4.29]",0.19230769230769232,0.09011701805529154,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.51, 8.895]","[5.995, 6.095]","[0.013, 0.0132]","[59.385, 63.695]","[25.55, 26.35]","[27.7, 27.85]","[24226.25, 24485.0]","[3.08, 4.29]",0.045454545454545456,0.09014019646657931,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.06, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.09015461769798783,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.945, 8.51]","[6.155, 6.29]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.09024101332198564,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.07, '原液添加比例': 0.82}"
"[7.255, 7.945]","[5.995, 6.095]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[28.155, 28.4]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.09027462449020786,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.07, '原液添加比例': 0.82}"
"[9.075, 10.6]","[5.4, 5.925]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[28.155, 28.4]","[23867.5, 24226.25]","[5.065, 6.93]",0.2,0.09028428017199233,5,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}"
"[8.51, 8.895]","[5.995, 6.095]","[0.0125, 0.0126]","[13.11, 51.75]","[25.55, 26.35]","[28.155, 28.4]","[23241.25, 23867.5]","[4.29, 4.935]",0.0,0.09032481769796505,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0125, 0.0126]","[51.75, 59.385]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[4.29, 4.935]",0.0,0.09033494761596544,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}"
"[10.6, 14.65]","[6.095, 6.155]","[0.0126, 0.0129]","[63.695, 97.92]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.2222222222222222,0.09033731116878282,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
"[7.255, 7.945]","[6.095, 6.155]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.85, 27.95]","[23867.5, 24226.25]","[5.065, 6.93]",0.09090909090909091,0.09036491769212637,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[13.11, 51.75]","[25.55, 26.35]","[27.85, 27.95]","[23241.25, 23867.5]","[5.065, 6.93]",0.047619047619047616,0.09036515307198431,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.04, '离子液添加量': 0.06, '原液添加比例': 0.62}"
"[7.255, 7.945]","[5.995, 6.095]","[0.0126, 0.0129]","[59.385, 63.695]","[25.55, 26.35]","[27.85, 27.95]","[24226.25, 24485.0]","[5.065, 6.93]",0.0,0.0903717085314366,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}"
"[9.075, 10.6]","[5.995, 6.095]","[0.0126, 0.0129]","[51.75, 59.385]","[25.55, 26.35]","[27.95, 28.155]","[23241.25, 23867.5]","[3.08, 4.29]",0.2222222222222222,0.0904167501599044,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.07, '原液添加比例': 0.91}"
