成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[7.245, 8.565]","[6.135, 6.29]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.85, 27.95]","[24235.0, 24505.0]","[5.065, 6.93]",1.0,1.2332712178337384,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.7, 27.85]","[24505.0, 24606.25]","[5.065, 6.93]",1.0,2.0581512535997764,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[28.05, 28.155]","[24505.0, 24606.25]","[5.065, 6.93]",3.0,1.8525238271123994,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[24505.0, 24606.25]","[5.065, 6.93]",4.0,4.940154756932452,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[6.135, 6.29]","[0.0125, 0.0127]","[46.345, 97.92]","[24.95, 25.15]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",2.0,2.727353389839097,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[46.345, 97.92]","[25.15, 26.25]","[28.05, 28.155]","[25162.5, 25875.0]","[5.065, 6.93]",6.0,6.092932213135692,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[5.065, 6.93]",7.0,6.093042434844674,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[28.05, 28.155]","[25162.5, 25875.0]","[5.065, 6.93]",2.0,1.4712582201661233,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[5.065, 6.93]",5.0,7.146240580544508,34,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[6.135, 6.29]","[0.0129, 0.013]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[25162.5, 25875.0]","[5.065, 6.93]",1.0,1.4758886540154774,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[23.1, 24.95]","[27.85, 27.95]","[24505.0, 24606.25]","[5.065, 6.93]",1.0,0.6511773088375401,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.67}",1075,0.17488372093023255,0.20107509867042714
"[8.985, 9.155]","[5.4, 5.925]","[0.0125, 0.0127]","[32.05, 35.6]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",0.0,0.9364126593506747,5,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",19,0.2631578947368421,0.1948918410355222
"[8.985, 9.155]","[5.4, 5.925]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,0.5742003635148472,3,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",19,0.2631578947368421,0.1948918410355222
"[8.565, 8.755]","[5.4, 5.925]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[5.065, 6.93]",2.0,0.5883151935317976,3,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",19,0.2631578947368421,0.1948918410355222
"[9.155, 9.65]","[5.4, 5.925]","[0.0125, 0.0127]","[46.345, 97.92]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,0.5906877087143168,3,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",19,0.2631578947368421,0.1948918410355222
"[9.155, 9.65]","[5.4, 5.925]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[28.155, 28.4]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,1.0133290545632858,5,"{'柠檬酸添加比例': 1.82, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",19,0.2631578947368421,0.1948918410355222
"[8.755, 8.985]","[5.985, 6.135]","[0.0129, 0.013]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[22972.5, 23103.75]","[4.935, 5.065]",1.0,1.128287465607176,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[4.935, 5.065]",2.0,2.8317722102531135,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[7.245, 8.565]","[5.985, 6.135]","[0.0129, 0.013]","[35.6, 46.345]","[25.15, 26.25]","[28.05, 28.155]","[22972.5, 23103.75]","[4.935, 5.065]",0.0,1.511028371823219,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.565, 8.755]","[5.985, 6.135]","[0.0129, 0.013]","[46.345, 97.92]","[25.15, 26.25]","[28.05, 28.155]","[22972.5, 23103.75]","[4.935, 5.065]",3.0,4.349662342827957,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.0129, 0.013]","[32.05, 35.6]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,1.9010407134479725,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.013, 0.0132]","[32.05, 35.6]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,3.635979292960315,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.013, 0.0132]","[32.05, 35.6]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,1.913740983937687,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[26.25, 27.9]","[28.155, 28.4]","[23103.75, 24235.0]","[4.29, 4.935]",0.0,2.105729039899677,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[46.345, 97.92]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,4.221812573446022,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.0129, 0.013]","[13.11, 32.05]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",0.0,1.359598994821264,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.935, 5.065]",2.0,0.7783577521962641,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.013, 0.0132]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,1.7593909825199752,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.0127, 0.0129]","[32.05, 35.6]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",4.0,3.7237751279522193,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.0127, 0.0129]","[32.05, 35.6]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",3.0,2.5478847038555266,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.0129, 0.013]","[13.11, 32.05]","[26.25, 27.9]","[27.95, 28.05]","[24235.0, 24505.0]","[4.29, 4.935]",0.0,0.1960281607516407,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.013, 0.0132]","[35.6, 46.345]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,0.9862936051184296,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,1.3808698445482193,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.985, 6.135]","[0.0129, 0.013]","[13.11, 32.05]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,2.800421195978775,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",3.0,3.415371755083426,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",7.0,4.6501522551020615,23,"{'柠檬酸添加比例': 0.0, '置换量': 0.0451, '离子液添加量': 0.06, '原液添加比例': 0.62}",243,0.14814814814814814,0.1942271496795512
"[9.155, 9.65]","[5.925, 5.985]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.935, 5.065]",0.0,0.5668872294139535,3,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",46,0.2391304347826087,0.19254796323354165
"[9.155, 9.65]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.7, 27.85]","[23103.75, 24235.0]","[4.935, 5.065]",4.0,3.46398696556325,18,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",46,0.2391304347826087,0.19254796323354165
"[9.155, 9.65]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.935, 5.065]",3.0,2.6945988009456534,14,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",46,0.2391304347826087,0.19254796323354165
"[9.155, 9.65]","[5.985, 6.135]","[0.0127, 0.0129]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.935, 5.065]",4.0,2.131733312820058,11,"{'柠檬酸添加比例': 0.91, '置换量': 0.0547, '离子液添加量': 0.0, '原液添加比例': 0.62}",46,0.2391304347826087,0.19254796323354165
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.935, 5.065]",7.0,3.783494730983965,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[8.985, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.935, 5.065]",2.0,2.0890216741983108,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[8.985, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.935, 5.065]",0.0,0.37983565695217325,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[8.755, 8.985]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,1.7465782788698745,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",0.0,1.9549248582413807,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[9.155, 9.65]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",0.0,0.39756465002859653,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[8.755, 8.985]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",0.0,0.5995977324096302,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.0547, '离子液添加量': 0.06, '原液添加比例': 0.62}",57,0.19298245614035087,0.19212311546813915
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",4.0,4.742439885350573,25,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.985, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,1.1426035209334813,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",3.0,1.914684294910449,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[28.155, 28.4]","[23103.75, 24235.0]","[4.29, 4.935]",3.0,3.672627398694259,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,1.1600081739092258,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,3.687293025170639,19,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",5.0,4.281228027399952,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[32.05, 35.6]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[4.29, 4.935]",4.0,5.070410735227697,26,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.565, 8.755]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 32.05]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",3.0,4.097933653934479,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.985, 9.155]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",4.0,2.9324442985908545,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[46.345, 97.92]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",2.0,2.1509561975701144,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,1.7921662745548752,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[13.11, 32.05]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[4.29, 4.935]",12.0,9.757535953701678,49,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[8.755, 8.985]","[5.985, 6.135]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[28.05, 28.155]","[23103.75, 24235.0]","[4.29, 4.935]",1.0,0.8053573174129389,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[7.245, 8.565]","[5.985, 6.135]","[0.0125, 0.0127]","[35.6, 46.345]","[25.15, 26.25]","[28.155, 28.4]","[23103.75, 24235.0]","[4.29, 4.935]",5.0,4.4471243532679035,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.62}",264,0.19696969696969696,0.19566217087359516
"[7.245, 8.565]","[6.135, 6.29]","[0.013, 0.0132]","[13.11, 32.05]","[26.25, 27.9]","[28.05, 28.155]","[23103.75, 24235.0]","[5.065, 6.93]",5.0,4.586646463388588,24,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[6.135, 6.29]","[0.013, 0.0132]","[13.11, 32.05]","[26.25, 27.9]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",5.0,4.204509541241755,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[5.985, 6.135]","[0.013, 0.0132]","[13.11, 32.05]","[25.15, 26.25]","[27.7, 27.85]","[23103.75, 24235.0]","[5.065, 6.93]",0.0,1.176928480388747,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[5.985, 6.135]","[0.013, 0.0132]","[13.11, 32.05]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",0.0,1.7656146261929913,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[6.135, 6.29]","[0.013, 0.0132]","[13.11, 32.05]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",3.0,1.5753495527090817,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[8.565, 8.755]","[6.135, 6.29]","[0.0129, 0.013]","[46.345, 97.92]","[26.25, 27.9]","[27.7, 27.85]","[23103.75, 24235.0]","[5.065, 6.93]",3.0,4.347988771378835,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[8.565, 8.755]","[6.135, 6.29]","[0.0127, 0.0129]","[46.345, 97.92]","[26.25, 27.9]","[28.155, 28.4]","[23103.75, 24235.0]","[5.065, 6.93]",2.0,2.965553910411829,15,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[8.565, 8.755]","[6.135, 6.29]","[0.0127, 0.0129]","[46.345, 97.92]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",3.0,1.384194775602434,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[6.135, 6.29]","[0.0127, 0.0129]","[46.345, 97.92]","[26.25, 27.9]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",3.0,1.5835504996544953,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[5.985, 6.135]","[0.013, 0.0132]","[35.6, 46.345]","[25.15, 26.25]","[27.85, 27.95]","[23103.75, 24235.0]","[5.065, 6.93]",0.0,0.7918128136963996,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[7.245, 8.565]","[6.135, 6.29]","[0.013, 0.0132]","[35.6, 46.345]","[25.15, 26.25]","[27.7, 27.85]","[23103.75, 24235.0]","[5.065, 6.93]",0.0,1.589295244400297,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[8.755, 8.985]","[6.135, 6.29]","[0.0125, 0.0127]","[46.345, 97.92]","[25.15, 26.25]","[28.155, 28.4]","[23103.75, 24235.0]","[5.065, 6.93]",1.0,1.8099991185159645,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
"[8.565, 8.755]","[6.135, 6.29]","[0.0127, 0.0129]","[46.345, 97.92]","[25.15, 26.25]","[27.95, 28.05]","[23103.75, 24235.0]","[5.065, 6.93]",3.0,1.8318672176314355,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.0, '原液添加比例': 0.67}",170,0.18235294117647058,0.19777971041719603
