检验日期	钢线线径	槽轮槽距	班次	单晶编号	验证类型	异常类型	线径	切割时间	切割刀号	切割机台	配方编码	前后排别	排别	成品电导率	成品PH值	成品浓度	成品浊度	成品温度	成品表面张力	成品COD	柠檬酸	置换量	离子液添加量	原液添加比例	清液池电导率	清液池PH	清液池浓度	清液池温度	清液池COD	喷淋流量	在线流量
2024/8/2	32	181.5	夜班	CIPC2952407C6901D42N02	0.4-1.6	跳线	0.032	45506.67745	N1B4152408020151	XQ-B4-15	G12-YS33-130-110	B4后排	B排	13.38	5.57	0.0128	72.1	25.5	28.1	23595	柠檬酸80g	0.06	0	0.91	12.83	5.41	0.0123	24.3	23252.5	38.47028846	104.2352885
2024/8/7	32	181.5	夜班	CIPC2952407C6901D62N02	0.4-1.6	#N/A	0.032	45511.93731	N1B2082408070542	XQ-B2-08	G12-XXSD-110A	B2前排	B排	8.58	6	0.013	61.7	25.1	28.3	24075	0	0.06	0.07	0.91	9.2	5.42	0.0126	24.4	23675	38.57512195	121.9736585
2024/8/2	32	181.5	白班	CIPC2952407C7001D42Y03	0.4-1.6	断上线	0.032	45506.23199	N1B4102408010102	XQ-B4-10	G12-YS33-130-110	B4后排	B排	13.35	5.52	0.0128	79	25	27.9	23650	柠檬酸80g	0.06	0	0.91	13.05	5.37	0.0123	24.1	23377.5	38.21709091	103.2398182
2024/8/5	32	181.5	白班	CIPC2952407C7001D52Y02	0.4-1.6	#N/A	0.032	45509.32689	N1B2012408040412	XQ-B2-01	G12-XXSD-110A	B2前排	B排	9.53	6.14	0.0129	52.1	25.7	28.1	23107.5	0	0.05	0.07	0.91	9.86	5.8	0.0123	23.9	22995	39.43753425	108.9364384
2024/8/7	32	181.5	白班	CIPC2952407C7001D52Y03	0.4-1.6	跳线	0.032	45511.227	N1B4092408060452	XQ-B4-09	G12-XXSD-110A	B4后排	B排	9.66	5.95	0.0128	54.5	24.7	28.1	24130	0	0.05	0.07	0.91	8.98	5.48	0.0123	23.3	23982.5	39.0288	116.4796
2024/8/7	32	181.5	夜班	CIPC2952407C7001D52Y05	0.4-1.6	断缝	0.032	45511.60983	N1B1032408070571	XQ-B1-03	G12-XXSD-110A	B1前排	B排	8.94	6.04	0.0129	56.1	24.5	28.1	24075	0	0.05	0.07	0.91	9.35	5.52	0.0126	23.5	23675	38.62177778	118.9766667
2024/8/1	32	181.5	白班	CIPC2952407C7101D72N02	0.4-1.6	#N/A	0.032	45505.48241	N1B1112408010051	XQ-B1-11	G12-XXSD-110A	B1后排	B排	14.65	5.43	0.0128	48.7	23.5	28	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.66352941	102.0247059
2024/8/1	32	181.5	夜班	CIPC2952407C7101D72N03	0.4-1.6	#N/A	0.032	45505.5944	N1B1072408010061	XQ-B1-07	G12-XXSD-110A	B1前排	B排	13.94	5.5	0.0128	74.7	25.4	27.9	23700	柠檬酸80g	0.06	0	0.91	13.24	5.38	0.0124	24.8	23475	37.80153846	102.2742735
2024/8/5	32	181.5	白班	CIPC2952407C7202D01Y02	0.4-1.6	#N/A	0.032	45509.37023	N1B1052408040402	XQ-B1-05	G12-XXSD-110A	B1前排	B排	9.2	6.15	0.0128	57.4	25.6	28.1	23107.5	0	0.05	0.07	0.92	9.91	5.86	0.0123	23.9	22995	39.51	109.1605556
2024/8/1	32	181.5	夜班	CIPC2952407C7401D32Y02	0.4-1.6	断缝	0.032	45505.58014	N1B3102408010031	XQ-B3-10	G12-XCL-GS	B3后排	B排	13.94	5.5	0.0128	74.7	25.4	27.9	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.72245763	102.1702542
2024/8/2	32	181.5	白班	CIPC2952407C7702D12N05W	0.4-1.6	#N/A	0.032	45506.37037	N1B3122408010142	XQ-B3-12	G12-YS33-130-110	B3后排	B排	13.11	5.5	0.0128	49.7	25.1	28.1	23650	柠檬酸80g	0.06	0	0.91	12.97	5.4	0.0123	23.7	23377.5	38.33425926	103.5593519
2024/8/6	32	181.5	白班	CIPC2952407C7702D32N03	0.4-1.6	#N/A	0.032	45510.36572	N1B2072408050492	XQ-B2-07	G12-XXSD-110A	B2前排	B排	9.08	6.1	0.0128	54.6	25.6	27.9	23850	0	0.05	0.07	0.92	9.22	5.73	0.0123	23.5	23590	39.5555	112.7638333
2024/8/8	32	181.5	白班	CIPC2952407C7902D02N03	0.4-1.6	#N/A	0.032	45512.11966	N1B1042408070592	XQ-B1-04	G12-XXSD-110A	B1前排	B排	8.68	5.95	0.0129	51.5	24.8	28.1	24287.5	0	0.06	0.07	0.91	8.92	5.38	0.0127	24.1	24062.5	38.34102564	123.6130769
2024/8/6	32	181.5	白班	CIPC2952407C7902D02N04	0.4-1.6	#N/A	0.032	45510.22677	N1B4112408050442	XQ-B4-11	G12-YS33-130-110	B4后排	B排	9.07	6.13	0.0127	43.9	25.3	28.1	23850	0	0.05	0.07	0.92	9.18	5.71	0.0122	24.3	23590	39.59129032	111.9004839
2024/8/1	32	181.5	白班	CIPC2952407C8101D31Y02	0.4-1.6	#N/A	0.032	45505.41035	N1B2012408010041	XQ-B2-01	G12-XXSD-110A	B2前排	B排	14.14	5.46	0.0128	65	24.6	28.1	23837.5	柠檬酸80g	0.06	0	0.91	13.66	5.37	0.0124	23.8	23562.5	37.58775	101.8743333
2024/8/1	32	181.5	白班	CIPC2952407C8101D31Y04	0.4-1.6	#N/A	0.032	45505.49336	N1B1032408010051	XQ-B1-03	G12-XXSD-110A	B1前排	B排	14.65	5.43	0.0128	48.7	23.5	28	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.66352941	102.0247059
2024/8/4	32	181.5	白班	CIPC2952407C8101D41N02	0.4-1.6	#N/A	0.032	45508.09063	N1B4132408030272	XQ-B4-13	G12-XXSD-110A	B4后排	B排	10.65	6	0.0126	57.9	24.2	28.2	23262.5	0	0.05	0.07	0.91	10.89	5.57	0.0122	23.4	23105	39.16057471	106.273908
2024/8/4	32	181.5	夜班	CIPC2952407C8202D22Y03	0.4-1.6	跳线	0.032	45508.96628	N1B3152408040282	XQ-B3-15	G12-YS33-130-110	B3后排	B排	9.87	6.09	0.0127	47.5	25.6	28.2	23352.5	0	0.05	0.07	0.92	9.82	5.72	0.0123	24.7	23215	39.27506494	108.0511688
2024/8/3	32	181.5	夜班	CIPC2952407C8602D41Y04	0.4-1.6	#N/A	0.032	45507.9262	N1B3102408030232	XQ-B3-10	G12-YS33-130-110	B3后排	B排	10.65	6.13	0.0127	71	25.8	28.2	23385	0	0.05	0.07	0.92	11.24	5.63	0.0122	22.8	23195	39.09146067	105.9982022
2024/8/6	32	181.5	白班	CIPC2952407C8602D52N03	0.4-1.6	跳线	0.032	45510.1278	N1B2022408050452	XQ-B2-02	G12-XXSD-110A	B2前排	B排	9.33	6.16	0.0128	48.5	25.1	28.2	23850	0	0.05	0.07	0.91	9.06	5.69	0.0123	23.7	23590	39.59888889	111.4893651
2024/8/2	32	181.5	夜班	CIPC2952407C9002D32Y03	0.4-1.6	跳线	0.032	45506.91797	N1B2052408020152	XQ-B2-05	G12-XXSD-110A	B2前排	B排	11.78	5.99	0.0123	58.5	25.7	28.1	23595	转换阶段	0.06	0.07	0.91	12.49	5.5	0.0123	22.9	23252.5	38.63019802	104.5722772
2024/8/5	32	181.5	白班	CIPC2952407C9002D42Y04	0.4-1.6	设备故障	0.032	45509.35791	N1B4112408040372	XQ-B4-11	G12-YS33-130-110	B4后排	B排	9.2	6.15	0.0128	57.4	25.6	28.1	23107.5	0	0.05	0.07	0.92	9.91	5.86	0.0123	23.9	22995	39.51	109.1605556
2024/8/5	32	181.5	白班	CIPC2952407C9002D42Y05	0.4-1.6	#N/A	0.032	45509.47392	N1B1052408050411	XQ-B1-05	G12-XXSD-110A	B1前排	B排	9.64	6.08	0.0128	53.2	25.5	28.2	23107.5	0	0.05	0.07	0.91	9.58	5.8	0.0124	24.4	22995	39.56169014	109.3176056
2024/8/1	32	181.5	白班	CIPC2952407C9101D52N02	0.4-1.6	#N/A	0.032	45505.10911	N1B2022407310012	XQ-B2-02	G12-XXSD-110A	B2前排	B排	14.73	5.44	0.0128	58.1	25.6	28.1	23837.5	柠檬酸100g	0.06	0	0.91	13.75	5.42	0.0124	23.9	23562.5	37.51471074	101.7267769
2024/8/5	32	181.5	白班	CIPC2952407C9101D72N03	0.4-1.6	#N/A	0.032	45509.42811	N1B4122408050401	XQ-B4-12	G12-YS33-130-110	B4后排	B排	9.2	6.15	0.0128	57.4	25.6	28.1	23107.5	0	0.05	0.07	0.92	9.58	5.8	0.0124	24.4	22995	39.56169014	109.3176056
2024/8/1	32	181.5	白班	CIPC2952407C9201D31Y02	0.4-1.6	#N/A	0.032	45505.18723	N1B1072407310022	XQ-B1-07	G12-XXSD-110A	B1前排	B排	14.77	5.47	0.0128	53.1	24.9	28.1	23837.5	柠檬酸100g	0.06	0	0.91	13.75	5.42	0.0124	23.9	23562.5	37.51471074	101.7267769
2024/8/2	32	181.5	白班	CIPC2952407D0102D12N02	0.4-1.6	#N/A	0.032	45506.40554	N1B4122408020131	XQ-B4-12	G12-YS33-130-110	B4后排	B排	13.66	5.51	0.0128	73.7	25.1	28.2	23650	柠檬酸80g	0.06	0	0.91	12.97	5.4	0.0123	23.7	23377.5	38.33425926	103.5593519
2024/8/2	32	181.5	白班	CIPC2952407D0102D12N03	0.4-1.6	#N/A	0.032	45506.35352	N1B4132408010122	XQ-B4-13	G12-XXSD-110A	B4后排	B排	13.49	5.49	0.0128	58.1	25.1	28.1	23650	柠檬酸80g	0.06	0	0.91	12.97	5.4	0.0123	23.7	23377.5	38.33425926	103.5593519
2024/8/2	32	181.5	夜班	CIPC2952407D0102D12N04W	0.4-1.6	断缝	0.032	45506.81392	N2B2112408020131	XQ-B2-11	G12-XXSD-110A	B2后排	B排	13.7	5.63	0.0128	85.8	25.5	28	23595	转换阶段	0.06	0.07	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/1	32	181.5	夜班	CIPC2952407D0202D11N03	0.4-1.6	跳线	0.032	45505.74227	N1B2042408010071	XQ-B2-04	G12-XXSD-110A	B2前排	B排	13.45	5.53	0.0127	82.5	25.9	28	23700	柠檬酸80g	0.06	0	0.91	13.24	5.38	0.0124	24.8	23475	37.87068966	102.3798276
2024/8/4	32	181.5	夜班	CIPC2952407D0202D21Y04	0.4-1.6	#N/A	0.032	45508.67368	N1B3122408040351	XQ-B3-12	G12-YS33-130-110	B3后排	B排	10.4	5.98	0.0127	49.7	25.4	28.2	23352.5	0	0.05	0.07	0.91	10.3	5.74	0.0123	25	23215	39.263	107.456
2024/8/2	32	181.5	夜班	CIPC2952407D0301D42Y02	0.4-1.6	#N/A	0.032	45506.64598	N1B1062408020151	XQ-B1-06	G12-XXSD-110A	B1前排	B排	13.37	5.6	0.0128	54.5	25.5	28.1	23595	柠檬酸80g	0.06	0	0.91	12.83	5.41	0.0123	24.3	23252.5	38.42790476	104.0613333
2024/8/5	32	181.5	白班	CIPC2952407D0301D52Y03	0.4-1.6	#N/A	0.032	45509.42664	N1B3132408050331	XQ-B3-13	G12-XXSD-110A	B3后排	B排	9.2	6.15	0.0128	57.4	25.6	28.1	23107.5	0	0.05	0.07	0.92	9.58	5.8	0.0124	24.4	22995	39.56169014	109.3176056
2024/8/7	32	181.5	白班	CIPC2952407D0402D11Y03	0.4-1.6	跳线	0.032	45511.19995	N1B4132408060522	XQ-B4-13	G12-XXSD-110A	B4后排	B排	9.72	6	0.0128	32.3	24.9	28	24130	0	0.05	0.07	0.91	8.98	5.48	0.0123	23.3	23982.5	39.0288	116.4796
2024/8/7	32	181.5	白班	CIPC2952407D0802D21Y04	0.4-1.6	#N/A	0.032	45511.16329	N1B4142408060552	XQ-B4-14	G12-YS33-130-110	B4后排	B排	9.12	5.97	0.0128	62.8	25.1	28	24130	0	0.05	0.07	0.92	9.01	5.49	0.0123	23.8	23982.5	39.15392157	116.0401961
2024/8/4	32	181.5	夜班	CIPC2952407D0902D62Y03	0.4-1.6	#N/A	0.032	45508.84314	N1B4152408040331	XQ-B4-15	G12-YS33-130-110	B4后排	B排	10.98	6.1	0.0127	84.6	25.1	28.1	23352.5	0	0.05	0.07	0.91	10.21	5.7	0.0123	25.1	23215	39.24551282	107.8523077
2024/8/2	32	181.5	白班	CIPC2952407D1002D42N03	0.4-1.6	#N/A	0.032	45506.15132	N1B3122408010122	XQ-B3-12	G12-YS33-130-110	B3后排	B排	13.9	5.47	0.0128	65.1	25.6	28	23650	柠檬酸80g	0.06	0	0.91	13.05	5.37	0.0123	24.1	23377.5	38.17306306	103.0845045
2024/8/2	32	181.5	夜班	CIPC2952407D1002D42N05W	0.4-1.6	断下线	0.032	45506.70785	N2B4062408020131	XQ-B4-06	G12-XXSD-GS	B4前排	B排	13.38	5.57	0.0128	72.1	25.5	28.1	23595	柠檬酸80g	0.06	0	0.91	12.83	5.41	0.0123	24.3	23252.5	38.47028846	104.2352885
2024/8/3	32	181.5	白班	CIPC2952407D1302D11N02	0.4-1.6	#N/A	0.032	45507.22214	N1B3112408020172	XQ-B3-11	G12-XXSD-110A	B3后排	B排	11.84	5.96	0.0124	54.2	25	28.1	23687.5	转换阶段	0.05	0.07	0.91	12.15	5.54	0.0123	23.9	23375	38.74234694	104.8959184
2024/8/2	32	181.5	夜班	CIPC2952407D1401D72N02F2	0.4-1.6	断缝	0.032	45506.82554	N2B4072408020151	XQ-B4-07	G12-XXSD-110A	B4前排	B排	12.18	6	0.0128	77.6	26.2	28.1	23595	转换阶段	0.06	0.07	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/6	32	181.5	夜班	CIPC2952407D1401D92V02	0.4-1.6	#N/A	0.032	45511.03051	N1B4112408060512	XQ-B4-11	G12-YS33-130-110	B4后排	B排	8.71	5.92	0.0128	65.1	25.1	28.1	24000	0	0.05	0.07	0.91	9.48	5.48	0.0123	24.4	23930	39.27807692	115.6163462
2024/8/4	32	181.5	夜班	CIPC2952407D1601D62Y03	0.4-1.6	#N/A	0.032	45508.71517	N1B4092408040271	XQ-B4-09	G12-YS33-130-110	B4后排	B排	10.38	6.03	0.0128	45.9	24.9	28.2	23352.5	0	0.05	0.07	0.91	10.3	5.74	0.0123	25	23215	39.263	107.456
2024/8/4	32	181.5	白班	CIPC2952407D1601D62Y04	0.4-1.6	断缝	0.032	45508.33637	N1B2012408030322	XQ-B2-01	G12-XXSD-110A	B2前排	B排	10.31	6.02	0.0126	48.5	24.9	28.2	23262.5	0	0.05	0.07	0.92	10.41	5.62	0.0122	24.8	23105	39.32714286	106.7204762
2024/8/2	32	181.5	夜班	CIPC2952407D1701D62N02	0.4-1.6	#N/A	0.032	45506.80411	N1B4142408020161	XQ-B4-14	G12-XXSD-110A	B4后排	B排	13.7	5.63	0.0128	85.8	25.5	28	23595	转换阶段	0.06	0.07	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/6	32	181.5	白班	CIPC2952407D1802D11Y04	0.4-1.6	断下线	0.032	45510.13709	N1B1032408050452	XQ-B1-03	G12-XXSD-110A	B1前排	B排	9.33	6.16	0.0128	48.5	25.1	28.2	23850	0	0.05	0.07	0.91	9.06	5.69	0.0123	23.7	23590	39.59888889	111.4893651
2024/8/3	32	181.5	白班	CIPC2952407D1901D41Y05W	0.4-1.6	#N/A	0.032	45507.13179	N1B2012408020202	XQ-B2-01	G12-XXSD-110A	B2前排	B排	11.66	5.87	0.0123	60.9	25.9	28	23687.5	转换阶段	0.05	0.07	0.91	12.15	5.54	0.0123	23.9	23375	38.72070707	104.7858586
2024/8/6	32	181.5	白班	CIPC2952407D1901D51N04	0.4-1.6	#N/A	0.032	45510.20605	N1B1022408050472	XQ-B1-02	1	B1前排	B排	9.07	6.13	0.0127	43.9	25.3	28.1	23850	0	0.05	0.07	0.92	9.18	5.71	0.0122	24.3	23590	39.59129032	111.9004839
2024/8/1	32	181.5	夜班	CIPC2952407D2202D42Y03	0.4-1.6	#N/A	0.032	45505.79685	N1B1042408010071	XQ-B1-04	G12-XXSD-110A	B1前排	B排	14.04	5.52	0.0128	83.3	25.6	28	23700	柠檬酸80g	0.06	0	0.91	13.31	5.42	0.0123	23.9	23475	37.94869565	102.4905217
2024/8/4	32	181.5	夜班	CIPC2952407D2202D52Y02	0.4-1.6	跳线	0.032	45508.90775	N1B4102408040272	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.87	6.09	0.0127	47.5	25.6	28.2	23352.5	0	0.05	0.07	0.92	10.21	5.7	0.0123	25.1	23215	39.24551282	107.8523077
2024/8/3	32	181.5	夜班	CIPC2952407D2301D52N03	0.4-1.6	#N/A	0.032	45508.05461	N1B1012408030292	XQ-B1-01	G12-XXSD-110A	B1前排	B排	10.63	6.02	0.0126	59.6	25.9	28.2	23385	0	0.05	0.07	0.91	11.56	5.65	0.0121	24.8	23195	39.13079545	106.135
2024/8/7	32	181.5	夜班	CIPC2952407D2301D62Y04	0.4-1.6	#N/A	0.032	45511.58304	N1B2062408070541	XQ-B2-06	G12-XXSD-110A	B2前排	B排	8.94	6.04	0.0129	56.1	24.5	28.1	24130	0	0.05	0.07	0.91	9.4	5.49	0.0124	23.6	23982.5	38.72630435	118.4330435
2024/8/1	26	176.5	白班	CIPC2952407D2402D12Y02	0.4-1.6	#N/A	0.026	45505.37038	N1B2152407310032	XQ-B2-15	G12130-H26-FQ-XXSD	B2后排	B排	14.28	5.48	0.0128	57.6	24.9	28.1	23837.5	柠檬酸80g	0.06	0	0.91	13.66	5.37	0.0124	23.8	23562.5	37.58775	101.8743333
2024/8/3	32	181.5	夜班	CIPC2952407D2701D61Y03	0.4-1.6	断缝	0.032	45507.62142	N1B4092408030181	XQ-B4-09	G12-YS33-130-110	B4后排	B排	10.96	6.08	0.0126	59.4	25.8	28.1	23385	0	0.05	0.07	0.91	11.26	5.62	0.0121	24.8	23195	38.92236559	105.4821505
2024/8/2	32	181.5	白班	CIPC2952407D2801D62Y04	0.4-1.6	断上线	0.032	45506.42068	N1B3142408020121	XQ-B3-14	G12-YS33-130-110	B3后排	B排	13.66	5.51	0.0128	73.7	25.1	28.2	23650	柠檬酸80g	0.06	0	0.91	12.79	5.36	0.0123	23.5	23377.5	38.3788785	103.7234579
2024/8/4	32	181.5	夜班	CIPC2952407D2801D72Y03	0.4-1.6	断上线	0.032	45508.94229	N1B1022408040362	XQ-B1-02	1	B1前排	B排	9.87	6.09	0.0127	47.5	25.6	28.2	23352.5	0	0.05	0.07	0.92	9.82	5.72	0.0123	24.7	23215	39.27506494	108.0511688
2024/8/6	32	181.5	白班	CIPC2952407D3002D12Y03	0.4-1.6	设备故障	0.032	45510.56122	N1B3092408060421	XQ-B3-09	G12-XXSD-110A	B3后排	B排	9.07	5.98	0.0129	55	25.6	28.2	23850	0	0.05	0.07	0.92	9.1	5.57	0.0123	23.8	23590	39.39637931	113.4415517
2024/8/7	32	181.5	夜班	CIPC2952407D3202D01N04	0.4-1.6	#N/A	0.032	45511.72074	N1B1062408070571	XQ-B1-06	G12-XXSD-110A	B1前排	B排	8.72	6.02	0.013	81.2	25.5	28.1	24075	0	0.05	0.07	0.91	9.45	5.44	0.0126	24.5	23675	38.6225	119.7120455
2024/8/3	32	181.5	白班	CIPC2952407D3302D21N02	0.4-1.6	#N/A	0.032	45507.48594	N1B1042408030221	XQ-B1-04	G12-X	B1前排	B排	11.28	6.14	0.0126	61.7	25.4	28	23687.5	转换阶段	0.05	0.07	0.91	11.57	5.55	0.0122	23.8	23375	38.84978947	105.2403158
2024/8/3	32	181.5	白班	CIPC2952407D3302D21N03	0.4-1.6	#N/A	0.032	45507.54597	N1B3122408030251	XQ-B3-12	G12-YS33-130-110	B3后排	B排	11.16	6.11	0.0126	71.1	25.6	28	23687.5	0	0.05	0.07	0.92	11.57	5.55	0.0122	23.8	23375	38.87425532	105.36
2024/8/2	32	181.5	夜班	CIPC2952407D3402D22N02	0.4-1.6	#N/A	0.032	45506.77115	N1B4092408020121	XQ-B4-09	G12-YS33-130-110	B4后排	B排	13.79	5.64	0.0128	82.6	25.5	28	23595	柠檬酸80g	0.06	0	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/2	32	181.5	白班	CIPC2952407D3402D22N03	0.4-1.6	#N/A	0.032	45506.13292	N1B2032408010112	XQ-B2-03	G12-XXSD-110A	B2前排	B排	13.9	5.47	0.0128	65.1	25.6	28	23650	柠檬酸80g	0.06	0	0.91	13.05	5.37	0.0123	24.1	23377.5	38.17306306	103.0845045
2024/8/5	32	181.5	白班	CIPC2952407D3402D32Y02	0.4-1.6	#N/A	0.032	45509.55005	N1B4152408050391	XQ-B4-15	G12-XXSD-110A	B4后排	B排	9.66	6.05	0.0128	58	24.9	28	23107.5	0	0.05	0.07	0.92	9.33	5.73	0.0124	24.9	22995	39.54928571	109.4781429
2024/8/5	32	181.5	白班	CIPC2952407D3402D32Y04	0.4-1.6	#N/A	0.032	45509.46072	N1B2042408050391	XQ-B2-04	G12-XXSD-110A	B2前排	B排	9.36	6.18	0.0128	55	25.5	28.1	23107.5	0	0.05	0.07	0.91	9.58	5.8	0.0124	24.4	22995	39.56169014	109.3176056
2024/8/6	32	181.5	白班	CIPC2952407D3601D52Y04	0.4-1.6	#N/A	0.032	45510.43545	N1B4142408060481	XQ-B4-14	G12-YS33-130-110	B4后排	B排	9.08	6.1	0.0128	54.6	25.6	27.9	23850	0	0.05	0.07	0.92	9.26	5.64	0.0123	23.8	23590	39.54813559	113.1467797
2024/8/2	32	181.5	夜班	CIPC2952407D3702D12Y04	0.4-1.6	#N/A	0.032	45506.76709	N1B1052408020171	XQ-B1-05	G12-XXSD-110A	B1前排	B排	13.79	5.64	0.0128	82.6	25.5	28	23595	柠檬酸80g	0.06	0	0.91	12.7	5.46	0.0123	23	23252.5	38.50067961	104.366699
2024/8/2	32	181.5	白班	CIPC2952407D3801D32N03WF1	0.4-1.6	#N/A	0.032	45506.34825	N2B4062408010102	XQ-B4-06	G12-XXSD-110A	B4前排	B排	13.49	5.49	0.0128	58.1	25.1	28.1	23650	柠檬酸80g	0.06	0	0.91	12.97	5.4	0.0123	23.7	23377.5	38.33425926	103.5593519
2024/8/3	32	181.5	夜班	CIPC2952407D3801D42N02	0.4-1.6	跳线	0.032	45507.86574	N1B4122408030271	XQ-B4-12	G12-YS33-130-110	B4后排	B排	10.71	6.14	0.0127	68.2	25.5	28.1	23385	0	0.05	0.07	0.91	11.34	5.71	0.0121	24.6	23195	39.053	105.8648889
2024/8/7	32	181.5	夜班	CIPC2952407D3801D52Y04	0.4-1.6	断上线	0.032	45511.83622	N1B1082408070471	XQ-B1-08	G12-XXSD-110A	B1前排	B排	9.5	5.99	0.013	67.6	26.6	28.1	24075	转换阶段	0.06	0.07	0.92	9.45	5.4	0.0126	23.9	23675	38.64404762	121.2135714
2024/8/6	32	181.5	夜班	CIPC2952407D4302D11Y05	0.4-1.6	提料挂断线	0.032	45510.58095	N1B1062408060491	XQ-B1-06	G12-XXSD-110A	B1前排	B排	9.07	5.98	0.0129	55	25.6	28.2	23850	0	0.05	0.07	0.92	9.1	5.57	0.0123	23.8	23590	39.39637931	113.4415517
2024/8/1	32	181.5	白班	CIPC2952407D4701D72Y03	0.4-1.6	#N/A	0.032	45505.17964	N1B1142407310012	XQ-B1-14	G12-XXSD-110A	B1后排	B排	14.77	5.47	0.0128	53.1	24.9	28.1	23837.5	柠檬酸100g	0.06	0	0.91	13.75	5.42	0.0124	23.9	23562.5	37.51471074	101.7267769
2024/8/1	32	181.5	白班	CIPC2952407D4701D72Y05	0.4-1.6	#N/A	0.032	45505.49661	N2B4072408010051	XQ-B4-07	G12-XXSD-110A	B4前排	B排	14.65	5.43	0.0128	48.7	23.5	28	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.66352941	102.0247059
2024/8/7	32	181.5	夜班	CIPC2952407D4802D12Y02	0.4-1.6	#N/A	0.032	45511.87078	N1B2012408070651	XQ-B2-01	G12-XXSD-110A	B2前排	B排	9.5	5.99	0.013	67.6	26.6	28.1	24075	转换阶段	0.06	0.07	0.92	9.45	5.4	0.0126	23.9	23675	38.64404762	121.2135714
2024/8/6	32	181.5	夜班	CIPC2952407D4802D12Y03	0.4-1.6	#N/A	0.032	45510.88953	N1B4132408060502	XQ-B4-13	G12-YS33-130-110	B4后排	B排	9.05	6.01	0.0128	63.7	25.5	28.1	24000	0	0.05	0.07	0.91	9.25	5.55	0.0124	22.9	23930	39.45685185	114.8168519
2024/8/7	32	181.5	夜班	CIPC2952407D5102D22Y03	0.4-1.6	粘胶面卷线	0.032	45511.59692	N1B4142408070591	XQ-B4-14	G12-YS33-130-110	B4后排	B排	8.94	6.04	0.0129	56.1	24.5	28.1	24075	0	0.05	0.07	0.91	9.35	5.52	0.0126	23.5	23675	38.62177778	118.9766667
2024/8/1	32	181.5	白班	CIPC2952407D5402D22Y03	0.4-1.6	#N/A	0.032	45505.06999	N1B3062407310012	XQ-B3-06	G12-XXSD-110A	B3前排	B排	14.76	5.43	0.0128	57.1	25	28.1	23880	柠檬酸100g	0.06	0	0.91	#N/A	#N/A	#N/A	#N/A	23500	37.51471074	101.7267769
2024/8/1	32	181.5	夜班	CIPC2952407D5402D22Y05	0.4-1.6	#N/A	0.032	45505.76962	N2B4082408010061	XQ-B4-08	G12-XXSD-110A	B4前排	B排	13.45	5.53	0.0127	82.5	25.9	28	23700	柠檬酸80g	0.06	0	0.91	13.31	5.42	0.0123	23.9	23475	37.94869565	102.4905217
2024/8/1	32	181.5	夜班	CIPC2952407D5601D21N02	0.4-1.6	#N/A	0.032	45505.90074	N1B2062408010082	XQ-B2-06	G12-XXSD-110A	B2前排	B排	13.8	5.49	0.0128	59.8	25.5	27.9	23700	柠檬酸80g	0.06	0	0.91	13.31	5.42	0.0123	23.9	23475	38.01754386	102.6351754
2024/8/3	32	181.5	夜班	CIPC2952407D5601D51Y02	0.4-1.6	#N/A	0.032	45508.04046	N1B2072408030282	XQ-B2-07	G12-XXSD-110A	B2前排	B排	10.63	6.02	0.0126	59.6	25.9	28.2	23385	0	0.05	0.07	0.91	11.56	5.65	0.0121	24.8	23195	39.13079545	106.135
2024/8/4	32	181.5	白班	CIPC2952407D5601D51Y03	0.4-1.6	跳线	0.032	45508.18292	N1B3142408030252	XQ-B3-14	G12-YS33-130-110	B3后排	B排	10.65	5.97	0.0127	47.7	25.4	28.2	23262.5	0	0.05	0.07	0.92	10.41	5.67	0.0123	24.5	23105	39.22988372	106.4166279
2024/8/6	32	181.5	夜班	CIPC2952407D5601D62Y02	0.4-1.6	#N/A	0.032	45511.06468	N1B2012408060582	XQ-B2-01	G12-XXSD-110A	B2前排	B排	9.17	5.98	0.0128	59.8	25.3	28.1	24000	0	0.05	0.07	0.91	9.48	5.48	0.0123	24.4	23930	39.27807692	115.6163462
2024/8/7	32	181.5	白班	CIPC2952407D5601D62Y03	0.4-1.6	#N/A	0.032	45511.24868	N1B1052408060572	XQ-B1-05	G12-XXSD-110A	B1前排	B排	9.66	5.95	0.0128	54.5	24.7	28.1	24130	0	0.05	0.07	0.91	8.98	5.48	0.0123	23.3	23982.5	39.0288	116.4796
2024/8/1	32	181.5	白班	CIPC2952407D5802D31N02	0.4-1.6	#N/A	0.032	45505.48248	N1B1072408010051	XQ-B1-07	G12-XXSD-110A	B1前排	B排	14.65	5.43	0.0128	48.7	23.5	28	23837.5	柠檬酸80g	0.06	0	0.91	13.04	5.34	0.0124	24.1	23562.5	37.66352941	102.0247059
